num,date_time,전력사용량(kWh),기온(°C),풍속(m/s),습도(%),강수량(mm),일조(hr),비전기냉방설비운영,태양광보유
1,2020-07-04 23,8489.448,22.6,1.9,65,0,0,0,0
1,2020-07-05 00,8496.576,22.3,1.6,67,0,0,0,0
1,2020-07-05 01,8487.504,21.8,2.1,72,0,0,0,0
1,2020-07-05 02,8470.008,21.2,1.7,76,0,0,0,0
1,2020-07-05 03,8447.976,20.7,2.6,82,0,0,0,0
1,2020-07-05 04,8421.408,20.3,1,82,0,0,0,0
1,2020-07-05 05,8408.448,20,0.8,85,0,0,0,0
1,2020-07-05 06,8409.096,20,1.6,87,0,0,0,0
1,2020-07-05 07,8411.688,20.4,1.9,85,0,0,0,0
1,2020-07-05 08,8411.688,21.1,0.9,80,0,0.1,0,0
1,2020-07-05 09,8424,22.8,1.9,74,0,0.7,0,0
1,2020-07-05 10,8411.688,24.1,2.2,68,0,0.7,0,0
1,2020-07-05 11,8429.184,24.9,1.4,64,0,0.8,0,0
1,2020-07-05 12,8425.944,26.1,2.1,60,0,0.9,0,0
1,2020-07-05 13,8452.512,27.3,2.4,54,0,1,0,0
1,2020-07-05 14,8464.824,26.8,2.6,54,0,0.3,0,0
1,2020-07-05 15,8477.136,27,2.5,54,0,0,0,0
1,2020-07-05 16,8484.912,27,2.5,57,0,0,0,0
1,2020-07-05 17,8492.688,26.8,1.6,56,0,0.1,0,0
1,2020-07-05 18,8472.6,26.8,2.7,58,0,0.4,0,0
1,2020-07-05 19,8510.184,26.2,2.5,58,0,1,0,0
1,2020-07-05 20,8510.184,24.7,1.9,61,0,0.4,0,0
1,2020-07-05 21,8520.552,23.8,2.7,64,0,0,0,0
1,2020-07-05 22,8520.552,23.2,2.4,66,0,0,0,0
1,2020-07-05 23,8501.76,23.1,1.6,68,0,0,0,0
1,2020-07-06 00,8494.632,23,1.2,70,0,0,0,0
1,2020-07-06 01,8483.616,22.8,1.7,72,0,0,0,0
1,2020-07-06 02,8471.952,22.7,2.1,72,0,0,0,0
1,2020-07-06 03,8459.64,22.6,1.1,72,0,0,0,0
1,2020-07-06 04,8453.16,22.4,1.1,73,0,0,0,0
1,2020-07-06 05,8442.144,22,0.3,74,0,0,0,0
1,2020-07-06 06,8430.48,21.8,1,75,0,0,0,0
1,2020-07-06 07,8472.6,22.2,1,75,0,0,0,0
1,2020-07-06 08,8479.08,23.6,2.4,73,0,0.5,0,0
1,2020-07-06 09,8510.184,25.3,2.1,68,0,0.5,0,0
1,2020-07-06 10,8526.384,25.8,1.2,67,0,0.1,0,0
1,2020-07-06 11,8544.528,27.6,2.2,59,0,0.8,0,0
1,2020-07-06 12,8539.344,27.7,2.5,58,0,0.4,0,0
1,2020-07-06 13,8570.448,28.6,1.7,57,0,0.3,0,0
1,2020-07-06 14,8615.808,29.7,1.7,51,0,0.6,0,0
1,2020-07-06 15,8620.992,29.8,1.7,51,0,0.5,0,0
1,2020-07-06 16,8616.456,30.8,2.7,51,0,0.6,0,0
1,2020-07-06 17,8604.144,28.9,4.1,59,0,0.4,0,0
1,2020-07-06 18,8574.336,27.9,2.7,65,0,0.2,0,0
1,2020-07-06 19,8577.576,27.1,3.3,67,0,0.1,0,0
1,2020-07-06 20,8566.56,26,3.2,69,0,0,0,0
1,2020-07-06 21,8543.88,25.3,2.6,69,0,0,0,0
1,2020-07-06 22,8566.56,25,2.4,71,0,0,0,0
1,2020-07-06 23,8506.296,24.8,2.7,70,0,0,0,0
1,2020-07-07 00,8498.52,24,1.9,75,0,0,0,0
1,2020-07-07 01,8483.616,23.6,2.4,77,0,0,0,0
1,2020-07-07 02,8468.064,23.1,1.5,77,0,0,0,0
1,2020-07-07 03,8457.048,23.1,2.9,79,0,0,0,0
1,2020-07-07 04,8449.92,22.6,2.3,80,0,0,0,0
1,2020-07-07 05,8425.944,22.4,2.1,80,0,0,0,0
1,2020-07-07 06,8439.552,22.3,1.9,82,0,0,0,0
1,2020-07-07 07,8463.528,22.2,2.5,84,0,0,0,0
1,2020-07-07 08,8468.064,22.4,2,82,0,0,0,0
1,2020-07-07 09,8514.72,23.2,2.1,78,0,0,0,0
1,2020-07-07 10,8572.392,24.7,2.5,71,0,0.5,0,0
1,2020-07-07 11,8576.928,24.3,2.4,70,0,0,0,0
1,2020-07-07 12,8537.4,24.2,2.4,74,0,0,0,0
1,2020-07-07 13,8573.04,24,2.9,74,0,0,0,0
1,2020-07-07 14,8608.032,25.5,3,69,0,0,0,0
1,2020-07-07 15,8589.888,26.9,2.9,65,0,0.6,0,0
1,2020-07-07 16,8613.864,27.4,3.2,63,0,1,0,0
1,2020-07-07 17,8557.488,28,3.1,61,0,0.9,0,0
1,2020-07-07 18,8554.248,27.1,2.4,66,0,0.3,0,0
1,2020-07-07 19,8578.224,26.3,3.2,69,0,0.6,0,0
1,2020-07-07 20,8562.024,24.9,2.9,74,0,0.1,0,0
1,2020-07-07 21,8550.36,23.9,2.1,78,0,0,0,0
1,2020-07-07 22,8569.8,23,2.2,79,0,0,0,0
1,2020-07-07 23,8535.456,22.4,2.1,81,0,0,0,0
1,2020-07-08 00,8523.144,22.4,3.3,82,0,0,0,0
1,2020-07-08 01,8517.312,22.2,0.5,82,0,0,0,0
1,2020-07-08 02,8499.168,22.1,1.5,85,0,0,0,0
1,2020-07-08 03,8489.448,21.8,1.7,87,0,0,0,0
1,2020-07-08 04,8451.864,21.7,2.1,89,0,0,0,0
1,2020-07-08 05,8424,21.4,2.2,89,0,0,0,0
1,2020-07-08 06,8421.408,21.3,0.5,90,0,0,0,0
1,2020-07-08 07,8469.36,21.8,0.6,89,0,0,0,0
1,2020-07-08 08,8473.248,23.5,1.3,81,0,0.7,0,0
1,2020-07-08 09,8560.728,24.7,1,75,0,0.7,0,0
1,2020-07-08 10,8541.936,25.6,1.5,72,0,0.3,0,0
1,2020-07-08 11,8539.992,27.6,2.8,67,0,0.7,0,0
1,2020-07-08 12,8551.656,28.8,3,58,0,1,0,0
1,2020-07-08 13,8582.76,29.3,2.5,59,0,0.9,0,0
1,2020-07-08 14,8629.416,29.6,3.2,57,0,0.8,0,0
1,2020-07-08 15,8678.664,30.2,2.6,54,0,0.9,0,0
1,2020-07-08 16,8679.312,30.3,2.6,55,0,1,0,0
1,2020-07-08 17,8641.08,30.1,2.9,55,0,0.9,0,0
1,2020-07-08 18,8617.752,29.5,2.4,56,0,0.9,0,0
1,2020-07-08 19,8606.736,28.1,3.2,61,0,1,0,0
1,2020-07-08 20,8593.776,26,2.6,68,0,0.2,0,0
1,2020-07-08 21,8582.76,24.9,2.7,71,0,0,0,0
1,2020-07-08 22,8551.656,24.4,2.3,75,0,0,0,0
1,2020-07-08 23,8524.44,23.5,2.4,81,0,0,0,0
1,2020-07-09 00,8514.072,23,1.8,84,0,0,0,0
1,2020-07-09 01,8493.984,22.7,1.1,84,0,0,0,0
1,2020-07-09 02,8475.192,22.5,1.1,85,0,0,0,0
1,2020-07-09 03,8484.264,22.4,2,87,0,0,0,0
1,2020-07-09 04,8468.064,22.2,2,87,0,0,0,0
1,2020-07-09 05,8436.312,22,0.5,87,0,0,0,0
1,2020-07-09 06,8451.864,22,1.3,89,0,0,0,0
1,2020-07-09 07,8453.16,22.3,0.9,87,0,0,0,0
1,2020-07-09 08,8513.424,24.1,2,82,0,0.8,0,0
1,2020-07-09 09,8608.68,25.9,1.6,73,0,0.8,0,0
1,2020-07-09 10,8614.512,27.2,2.5,69,0,0.9,0,0
1,2020-07-09 11,8634.6,28.8,2.2,62,0,0.7,0,0
1,2020-07-09 12,8613.216,30.2,2.6,55,0,0.7,0,0
1,2020-07-09 13,8615.16,31.4,2.5,44,0,1,0,0
1,2020-07-09 14,8619.696,31.8,2,40,0,0.6,0,0
1,2020-07-09 15,8650.152,32.4,2.6,40,0,0.9,0,0
1,2020-07-09 16,8643.024,32.4,2.3,40,0,0.6,0,0
1,2020-07-09 17,8620.344,32,1.7,43,0,0.4,0,0
1,2020-07-09 18,8594.424,31.4,1.9,51,0,0.2,0,0
1,2020-07-09 19,8607.384,30,1.8,57,0,0.1,0,0
1,2020-07-09 20,8573.04,29,1.2,60,0,0,0,0
1,2020-07-09 21,8613.216,28.3,0.2,62,0,0,0,0
1,2020-07-09 22,8622.288,27.8,1.1,63,0,0,0,0
1,2020-07-09 23,8603.496,27.9,2.3,59,0,0,0,0
1,2020-07-10 00,8609.328,27.7,2.2,60,0,0,0,0
1,2020-07-10 01,8560.728,26.6,2.5,65,0,0,0,0
1,2020-07-10 02,8546.472,26.2,3.4,68,0,0,0,0
1,2020-07-10 03,8530.92,25.5,2.6,70,0,0,0,0
1,2020-07-10 04,8499.816,25,2.7,71,0,0,0,0
1,2020-07-10 05,8476.488,25,2.4,70,0,0,0,0
1,2020-07-10 06,8468.064,24.1,2.4,79,0.1,0,0,0
1,2020-07-10 07,8477.784,24.2,3,75,0,0,0,0
1,2020-07-10 08,8469.36,24.5,3.5,72,0,0,0,0
1,2020-07-10 09,8529.624,23.3,2.7,84,1.9,0,0,0
1,2020-07-10 10,8546.472,24.1,2.8,79,0,0,0,0
1,2020-07-10 11,8541.288,23.8,2.6,83,0.2,0,0,0
1,2020-07-10 12,8542.584,23.9,2.6,83,0,0,0,0
1,2020-07-10 13,8569.152,24.4,3.5,82,0,0,0,0
1,2020-07-10 14,8593.128,25,3.6,76,0,0.2,0,0
1,2020-07-10 15,8607.384,25.5,4.3,75,0,0.1,0,0
1,2020-07-10 16,8609.976,27.1,6.3,65,0,1,0,0
1,2020-07-10 17,8573.688,26.8,4.6,64,0,0.6,0,0
1,2020-07-10 18,8559.432,27.1,2.8,63,0,0.8,0,0
1,2020-07-10 19,8536.104,26.2,2.7,66,0,0.1,0,0
1,2020-07-10 20,8529.624,25.1,1.3,70,0,0.3,0,0
1,2020-07-10 21,8519.904,24,2.7,70,0,0,0,0
1,2020-07-10 22,8523.144,23.4,1.9,73,0,0,0,0
1,2020-07-10 23,8510.832,23,1,75,0,0,0,0
1,2020-07-11 00,8517.96,22.7,1.6,76,0,0,0,0
1,2020-07-11 01,8502.408,22.5,1.1,78,0,0,0,0
1,2020-07-11 02,8497.224,22.6,1.1,78,0,0,0,0
1,2020-07-11 03,8481.024,22.5,0.8,78,0,0,0,0
1,2020-07-11 04,8472.6,22.3,1.7,75,0,0,0,0
1,2020-07-11 05,8449.272,22.3,1.3,75,0,0,0,0
1,2020-07-11 06,8441.496,22.2,1.6,75,0,0,0,0
1,2020-07-11 07,8432.424,22.7,2.2,73,0,0.1,0,0
1,2020-07-11 08,8447.328,24.7,3,67,0,1,0,0
1,2020-07-11 09,8442.144,25.1,2.9,66,0,0.7,0,0
1,2020-07-11 10,8473.248,27.2,2.3,60,0,1,0,0
1,2020-07-11 11,8458.992,28.3,2.6,56,0,0.8,0,0
1,2020-07-11 12,8499.816,28.1,3.1,54,0,0.3,0,0
1,2020-07-11 13,8490.744,29.5,4.3,52,0,0.7,0,0
1,2020-07-11 14,8512.776,30.1,3.3,53,0,0.8,0,0
1,2020-07-11 15,8510.832,29.7,2.9,51,0,0.5,0,0
1,2020-07-11 16,8510.832,29.5,3,52,0,0.4,0,0
1,2020-07-11 17,8501.76,29.3,2.7,54,0,0,0,0
1,2020-07-11 18,8499.168,28.7,3.1,54,0,0.1,0,0
1,2020-07-11 19,8507.592,27.6,3.3,57,0,0.2,0,0
1,2020-07-11 20,8519.904,26.5,3.4,58,0,0,0,0
1,2020-07-11 21,8506.944,25.8,4.1,60,0,0,0,0
1,2020-07-11 22,8505.648,25.1,3.2,61,0,0,0,0
1,2020-07-11 23,8492.04,24.6,3.4,62,0,0,0,0
1,2020-07-12 00,8494.632,24.2,3.1,63,0,0,0,0
1,2020-07-12 01,8482.32,23.8,2.6,64,0,0,0,0
1,2020-07-12 02,8477.784,23.3,2.7,63,0,0,0,0
1,2020-07-12 03,8451.216,22.8,2.5,64,0,0,0,0
1,2020-07-12 04,8439.552,22.6,2.2,63,0,0,0,0
1,2020-07-12 05,8409.744,22.2,2.9,60,0,0,0,0
1,2020-07-12 06,8402.616,22.3,2.4,60,0,0,0,0
1,2020-07-12 07,8414.28,22.7,2.4,59,0,0,0,0
1,2020-07-12 08,8422.704,23.2,2.6,60,0,0,0,0
1,2020-07-12 09,8438.904,23.7,2.2,59,0,0,0,0
1,2020-07-12 10,8430.48,24.2,2.8,62,0,0,0,0
1,2020-07-12 11,8449.272,25.1,2.5,64,0,0,0,0
1,2020-07-12 12,8457.696,25.6,2.3,64,0,0,0,0
1,2020-07-12 13,8462.88,26,2.7,64,0,0,0,0
1,2020-07-12 14,8467.416,25.6,2.8,66,0,0,0,0
1,2020-07-12 15,8481.024,25.6,2,67,0,0,0,0
1,2020-07-12 16,8481.024,25.2,2.2,68,0,0,0,0
1,2020-07-12 17,8477.136,24.5,1.6,75,0.1,0,0,0
1,2020-07-12 18,8479.08,23.7,1.5,82,0.8,0,0,0
1,2020-07-12 19,8464.176,23,1.5,87,0.8,0,0,0
1,2020-07-12 20,8455.104,22.6,2,88,0.6,0,0,0
1,2020-07-12 21,8458.992,22.2,1.9,90,0.5,0,0,0
1,2020-07-12 22,8468.712,22.1,2.3,90,0.1,0,0,0
1,2020-07-12 23,8451.216,21.8,3,90,0,0,0,0
1,2020-07-13 00,8447.976,21.7,3.4,89,0,0,0,0
1,2020-07-13 01,8436.96,21.6,3.1,87,0,0,0,0
1,2020-07-13 02,8415.576,20.3,3.7,88,1.3,0,0,0
1,2020-07-13 03,8414.928,19.2,3.6,90,2.1,0,0,0
1,2020-07-13 04,8388.36,18.3,3.8,92,2.5,0,0,0
1,2020-07-13 05,8355.96,18,4.3,94,1.8,0,0,0
1,2020-07-13 06,8357.904,17.8,4.4,94,2.1,0,0,0
1,2020-07-13 07,8403.912,17.8,4.5,96,3.8,0,0,0
1,2020-07-13 08,8415.576,18,4,96,2.1,0,0,0
1,2020-07-13 09,8479.08,18.6,4.8,96,0.8,0,0,0
1,2020-07-13 10,8493.984,19.1,4.2,95,0.6,0,0,0
1,2020-07-13 11,8487.504,19.1,4.4,96,3.9,0,0,0
1,2020-07-13 12,8485.56,19.3,4.3,95,2.3,0,0,0
1,2020-07-13 13,8474.544,19.4,3.7,93,1.6,0,0,0
1,2020-07-13 14,8495.928,19.4,3.4,94,0.6,0,0,0
1,2020-07-13 15,8510.832,19.3,4,94,0.8,0,0,0
1,2020-07-13 16,8497.872,19.3,3.6,95,1.4,0,0,0
1,2020-07-13 17,8491.392,19.2,4.2,96,2.8,0,0,0
1,2020-07-13 18,8473.248,19,3.5,96,1.6,0,0,0
1,2020-07-13 19,8473.896,18.6,4.7,95,0.7,0,0,0
1,2020-07-13 20,8468.712,18.2,4.2,96,1.5,0,0,0
1,2020-07-13 21,8481.024,18.1,4.9,96,1,0,0,0
1,2020-07-13 22,8468.712,18.1,4.3,96,1.4,0,0,0
1,2020-07-13 23,8466.768,18,3.3,97,5.6,0,0,0
1,2020-07-14 00,8449.272,17.9,3.8,97,5.3,0,0,0
1,2020-07-14 01,7923.744,17.7,3.1,97,5.3,0,0,0
1,2020-07-14 02,8549.064,17.6,3.6,98,3.7,0,0,0
1,2020-07-14 03,8400.672,17.5,3.6,96,0.7,0,0,0
1,2020-07-14 04,8352.072,17.3,2.3,94,0.3,0,0,0
1,2020-07-14 05,8345.592,17.2,3.5,94,1,0,0,0
1,2020-07-14 06,8335.872,17.2,1.8,93,0.2,0,0,0
1,2020-07-14 07,8376.048,17.5,2.5,94,0.1,0,0,0
1,2020-07-14 08,8383.824,18,2.8,92,0.2,0,0,0
1,2020-07-14 09,8425.944,18.8,2.5,89,0,0,0,0
1,2020-07-14 10,8475.84,20,3,82,0,0,0,0
1,2020-07-14 11,8481.024,20.5,3.7,78,0,0,0,0
1,2020-07-14 12,8483.616,20.6,3.5,79,0,0,0,0
1,2020-07-14 13,8485.56,21,3.5,80,0,0,0,0
1,2020-07-14 14,8532.864,22.5,4,73,0,0,0,0
1,2020-07-14 15,8526.384,23.5,3.2,68,0,0,0,0
1,2020-07-14 16,8519.256,24.1,2.5,65,0,0.1,0,0
1,2020-07-14 17,8516.664,23.6,2.9,66,0,0,0,0
1,2020-07-14 18,8470.008,23,2.7,68,0,0,0,0
1,2020-07-14 19,8477.784,22.4,2.8,69,0,0,0,0
1,2020-07-14 20,8460.288,21.8,1.9,70,0,0,0,0
1,2020-07-14 21,8457.696,21.4,1.8,70,0,0,0,0
1,2020-07-14 22,8488.8,21,2,71,0,0,0,0
1,2020-07-14 23,8460.288,20.7,2.1,71,0,0,0,0
1,2020-07-15 00,8439.552,20.5,1.7,72,0,0,0,0
1,2020-07-15 01,8417.52,20.2,1.6,73,0,0,0,0
1,2020-07-15 02,8389.656,19.8,1,74,0,0,0,0
1,2020-07-15 03,8390.304,19.5,1.4,74,0,0,0,0
1,2020-07-15 04,8372.16,19.3,1.9,76,0,0,0,0
1,2020-07-15 05,8335.872,19.1,1.6,77,0,0,0,0
1,2020-07-15 06,8336.52,18.9,1.3,77,0,0,0,0
1,2020-07-15 07,8355.96,19.1,2.2,76,0,0,0,0
1,2020-07-15 08,8361.144,20.3,1.9,74,0,0.2,0,0
1,2020-07-15 09,8442.144,22.6,2.5,62,0,1,0,0
1,2020-07-15 10,8458.992,23.3,1.8,61,0,0.5,0,0
1,2020-07-15 11,8474.544,23.6,2.1,62,0,0,0,0
1,2020-07-15 12,8510.184,24.5,2.8,57,0,0.5,0,0
1,2020-07-15 13,8433.72,25.3,1.7,57,0,0.5,0,0
1,2020-07-15 14,8445.384,26.8,2,49,0,1,0,0
1,2020-07-15 15,8471.304,27.5,2.6,46,0,1,0,0
1,2020-07-15 16,8470.656,28,2,43,0,1,0,0
1,2020-07-15 17,8471.304,28.6,1.8,42,0,1,0,0
1,2020-07-15 18,8454.456,28.4,1.7,44,0,1,0,0
1,2020-07-15 19,8462.232,27.5,2,53,0,1,0,0
1,2020-07-15 20,8467.416,25,2.6,66,0,0.6,0,0
1,2020-07-15 21,8479.08,23.6,2.5,70,0,0,0,0
1,2020-07-15 22,8464.176,22.8,2,73,0,0,0,0
1,2020-07-15 23,8460.936,22.2,1.9,74,0,0,0,0
1,2020-07-16 00,8451.864,21.8,1.4,75,0,0,0,0
1,2020-07-16 01,8412.336,21.5,1.1,77,0,0,0,0
1,2020-07-16 02,8407.8,21,1,80,0,0,0,0
1,2020-07-16 03,8388.36,20.9,0.2,80,0,0,0,0
1,2020-07-16 04,8385.12,20.9,0,81,0,0,0,0
1,2020-07-16 05,8374.752,20.4,1.9,82,0,0,0,0
1,2020-07-16 06,8366.976,20.4,0.8,85,0,0,0,0
1,2020-07-16 07,8385.768,21,1.3,85,0,0,0,0
1,2020-07-16 08,8411.04,22.4,0.8,79,0,0.6,0,0
1,2020-07-16 09,8474.544,24,1.4,69,0,1,0,0
1,2020-07-16 10,8460.288,25.5,1,62,0,0.9,0,0
1,2020-07-16 11,8453.808,26.8,2.3,57,0,0.9,0,0
1,2020-07-16 12,8457.048,28.1,2.4,59,0,1,0,0
1,2020-07-16 13,8503.704,28.3,2.4,58,0,0.5,0,0
1,2020-07-16 14,8565.912,28.4,2,58,0,0.3,0,0
1,2020-07-16 15,8562.672,29.5,2.8,58,0,0.8,0,0
1,2020-07-16 16,8569.8,29.5,2.9,58,0,0.9,0,0
1,2020-07-16 17,8563.968,29.4,3.1,59,0,0.9,0,0
1,2020-07-16 18,8523.792,28.9,3.1,60,0,1,0,0
1,2020-07-16 19,8519.256,27.4,2.9,63,0,1,0,0
1,2020-07-16 20,8512.128,25.8,2.1,69,0,0.4,0,0
1,2020-07-16 21,8484.912,24.8,2.4,74,0,0,0,0
1,2020-07-16 22,8495.928,24,1.5,78,0,0,0,0
1,2020-07-16 23,8491.392,23.6,1.9,81,0,0,0,0
1,2020-07-17 00,8482.32,23.3,2.1,82,0,0,0,0
1,2020-07-17 01,8448.624,23,1,83,0,0,0,0
1,2020-07-17 02,8440.848,22.7,1.9,83,0,0,0,0
1,2020-07-17 03,8424.648,22.4,1.5,84,0,0,0,0
1,2020-07-17 04,8417.52,22.1,0.4,85,0,0,0,0
1,2020-07-17 05,8384.472,21.8,1,87,0,0,0,0
1,2020-07-17 06,8372.16,21.6,0.4,87,0,0,0,0
1,2020-07-17 07,8402.616,22.2,0.8,86,0,0.3,0,0
1,2020-07-17 08,8450.568,23.2,0.6,84,0,0.1,0,0
1,2020-07-17 09,8489.448,25.5,0.8,78,0,0.7,0,0
1,2020-07-17 10,8528.328,26.7,1.3,72,0,0.8,0,0
1,2020-07-17 11,8548.416,28.3,1.9,65,0,0.9,0,0
1,2020-07-17 12,8548.416,29,2.7,61,0,0.6,0,0
1,2020-07-17 13,8570.448,30,2.3,57,0,0.5,0,0
1,2020-07-17 14,8613.216,31,2.5,54,0,0.8,0,0
1,2020-07-17 15,8657.928,30.9,3.2,55,0,0.7,0,0
1,2020-07-17 16,8632.656,30.1,5,63,0,0.6,0,0
1,2020-07-17 17,8604.144,28.2,4.5,67,0,0.3,0,0
1,2020-07-17 18,8557.488,28.3,2.3,67,0,0.3,0,0
1,2020-07-17 19,8551.656,28.1,2.6,67,0,0.9,0,0
1,2020-07-17 20,8559.432,26.7,2.4,69,0,0,0,0
1,2020-07-17 21,8528.328,25.6,1.2,71,0,0,0,0
1,2020-07-17 22,8509.536,25.1,1.6,71,0,0,0,0
1,2020-07-17 23,8497.872,24.7,0.5,72,0,0,0,0
1,2020-07-18 00,8497.872,24.4,1.1,73,0,0,0,0
1,2020-07-18 01,8497.224,24.2,1.3,76,0,0,0,0
1,2020-07-18 02,8452.512,23.8,0.9,77,0,0,0,0
1,2020-07-18 03,8454.456,23.5,1.1,83,0,0,0,0
1,2020-07-18 04,8459.64,23.1,1.4,80,0,0,0,0
1,2020-07-18 05,8402.616,22.9,1.6,82,0,0,0,0
1,2020-07-18 06,8387.064,22.8,0.5,83,0,0,0,0
1,2020-07-18 07,8427.24,23.3,0.8,82,0,0,0,0
1,2020-07-18 08,8427.24,24.5,1.7,78,0,0.1,0,0
1,2020-07-18 09,8460.288,25.3,1.4,79,0,0,0,0
1,2020-07-18 10,8447.976,26.5,1.1,72,0,0.2,0,0
1,2020-07-18 11,8455.104,27.2,1,69,0,0,0,0
1,2020-07-18 12,8499.168,28.1,2.2,66,0,0.1,0,0
1,2020-07-18 13,8487.504,28.1,2.6,64,0,0,0,0
1,2020-07-18 14,8512.128,28.2,0.9,67,0,0.1,0,0
1,2020-07-18 15,8517.312,30.1,1.4,59,0,0.9,0,0
1,2020-07-18 16,8548.416,30.2,2.3,56,0,0.7,0,0
1,2020-07-18 17,8532.864,29.1,3.9,62,0,0.3,0,0
1,2020-07-18 18,8513.424,28.5,2.5,64,0,0.8,0,0
1,2020-07-18 19,8530.92,28,1.9,66,0,1,0,0
1,2020-07-18 20,8546.472,26.6,2,70,0,0.1,0,0
1,2020-07-18 21,8536.104,25.9,1.2,72,0,0,0,0
1,2020-07-18 22,8554.896,25.4,0.2,74,0,0,0,0
1,2020-07-18 23,8514.72,25,1.1,77,0,0,0,0
1,2020-07-19 00,8499.168,24.7,1.3,67,0,0,0,0
1,2020-07-19 01,8477.136,24.5,2,62,0,0,0,0
1,2020-07-19 02,8456.4,24.2,1.8,65,0,0,0,0
1,2020-07-19 03,8439.552,24.1,1.6,68,0,0,0,0
1,2020-07-19 04,8433.72,24.1,2.9,68,0,0,0,0
1,2020-07-19 05,8414.28,23.9,2.6,68,0,0,0,0
1,2020-07-19 06,8367.624,23.8,2.4,70,0,0,0,0
1,2020-07-19 07,8375.4,22.5,2.5,82,1.2,0,0,0
1,2020-07-19 08,8341.056,21.4,2.8,91,7.3,0,0,0
1,2020-07-19 09,8361.792,20.7,3.9,94,14.6,0,0,0
1,2020-07-19 10,8405.856,20.8,3.2,96,5.8,0,0,0
1,2020-07-19 11,8403.912,21.1,3.7,96,0.1,0,0,0
1,2020-07-19 12,8425.944,21.7,3,94,0,0,0,0
1,2020-07-19 13,8480.376,22.3,3.2,91,0,0,0,0
1,2020-07-19 14,8511.48,23.7,2.8,86,0,0,0,0
1,2020-07-19 15,8528.976,23.8,3.2,85,0,0,0,0
1,2020-07-19 16,8538.696,24.2,3.4,84,0,0,0,0
1,2020-07-19 17,8557.488,25.3,2.7,83,0,0,0,0
1,2020-07-19 18,8575.632,25.3,2.9,82,0,0,0,0
1,2020-07-19 19,8604.792,25.9,2.4,82,0,0,0,0
1,2020-07-19 20,8584.704,26.2,2.7,79,0,0,0,0
1,2020-07-19 21,8592.48,26.4,3.2,79,0,0,0,0
1,2020-07-19 22,8616.456,26.5,2.9,78,0,0,0,0
1,2020-07-19 23,8592.48,26.6,2.5,78,0,0,0,0
1,2020-07-20 00,8600.256,26.2,1.9,81,0.1,0,0,0
1,2020-07-20 01,8608.68,26.2,2.2,81,0.1,0,0,0
1,2020-07-20 02,8578.872,26.4,2.2,83,0.3,0,0,0
1,2020-07-20 03,8551.656,26.4,3.9,85,0.3,0,0,0
1,2020-07-20 04,8554.896,25.8,4,90,1,0,0,0
1,2020-07-20 05,8512.128,25.5,2.9,91,0.1,0,0,0
1,2020-07-20 06,8506.944,25.3,6.7,88,0,0,0,0
1,2020-07-20 07,8538.048,24.5,5.9,89,0,0,0,0
1,2020-07-20 08,8523.792,23.8,4.3,93,0.1,0,0,0
1,2020-07-20 09,8552.304,23.3,5.4,95,0.9,0,0,0
1,2020-07-20 10,8573.04,23.2,3.9,96,0.7,0,0,0
1,2020-07-20 11,8556.84,22.9,4.3,94,0.1,0,0,0
1,2020-07-20 12,8511.48,22.8,4.1,88,0,0,0,0
1,2020-07-20 13,8514.72,22.9,5,86,0,0,0,0
1,2020-07-20 14,8528.976,23.4,3.7,84,0,0,0,0
1,2020-07-20 15,8543.88,23.8,4.2,81,0,0,0,0
1,2020-07-20 16,8544.528,24.1,3.2,79,0,0,0,0
1,2020-07-20 17,8536.104,23.9,3.8,80,0,0,0,0
1,2020-07-20 18,8521.848,23.7,3.9,80,0,0,0,0
1,2020-07-20 19,8552.304,23.5,2.1,82,0,0,0,0
1,2020-07-20 20,8519.256,23.2,3,84,0,0,0,0
1,2020-07-20 21,8507.592,22.7,1.9,84,0,0,0,0
1,2020-07-20 22,8527.032,22.5,2,85,0,0,0,0
1,2020-07-20 23,8493.984,22.5,2.7,87,0,0,0,0
1,2020-07-21 00,8483.616,22.4,2.3,89,0,0,0,0
1,2020-07-21 01,8481.024,22.1,1.4,91,0,0,0,0
1,2020-07-21 02,8444.088,22.1,1.9,89,0,0,0,0
1,2020-07-21 03,8429.184,22.1,0.9,89,0,0,0,0
1,2020-07-21 04,8427.24,22,1.5,90,0,0,0,0
1,2020-07-21 05,8396.784,21.9,0.2,89,0,0,0,0
1,2020-07-21 06,8375.4,21.5,0.4,90,0,0,0,0
1,2020-07-21 07,8443.44,21.7,1.1,92,0,0.5,0,0
1,2020-07-21 08,8436.96,22.4,1.1,88,0,0,0,0
1,2020-07-21 09,8516.664,23,1.3,86,0,0,0,0
1,2020-07-21 10,8536.104,24.1,1.8,81,0,0.1,0,0
1,2020-07-21 11,8535.456,25.9,1.4,71,0,0.7,0,0
1,2020-07-21 12,8498.52,27.2,1.9,64,0,0.7,0,0
1,2020-07-21 13,8517.96,27.8,2,62,0,0.3,0,0
1,2020-07-21 14,8536.752,29.3,1.5,57,0,0.8,0,0
1,2020-07-21 15,8557.488,29.3,1.5,57,0,0.2,0,0
1,2020-07-21 16,8554.248,30.1,1.4,53,0,0.7,0,0
1,2020-07-21 17,8577.576,29.3,2.3,57,0,0,0,0
1,2020-07-21 18,8563.968,27.6,2.8,70,0,0,0,0
1,2020-07-21 19,8567.856,26.6,2.9,73,0,0,0,0
